Stn_Id,Stn_Name,CIMIS_Region,Date,Hour_(PST),Jul,ETo_(in),qc,Precip_(in),qc,Sol_Rad_(Ly/day),qc,Vap_Pres_(mBars),qc,Air_Temp_(F),qc,Rel_Hum (%),qc,Dew_Point_(F),qc,Wind_Speed_(mph),qc,Wind_Dir (0-360),qc,Soil_Temp_(F),qc
44,U.C. Riverside,Los Angeles Basin,11/7/2019,1300,311,0.02, ,0.00, ,1369, ,7.9, ,81.2, ,22, ,38.4, ,3.0, ,285, ,58.1, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,1400,311,0.02, ,0.00, ,1176, ,7.9, ,83.3, ,20, ,38.6, ,4.8, ,252, ,58.3, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,1500,311,0.01, ,0.00, ,827, ,8.3, ,82.0, ,22, ,39.8, ,5.6, ,248, ,58.6, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,1600,311,0.01, ,0.00, ,420, ,10.5, ,80.9, ,29, ,45.7, ,5.4, ,246, ,58.8, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,1700,311,0.00, ,0.00, ,84, ,12.1, ,76.6, ,39, ,49.6, ,2.9, ,230, ,59.1, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,1800,311,0.00, ,0.00, ,2, ,12.6, ,71.0, ,49, ,50.7, ,2.3, ,139, ,59.3, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,1900,311,0.00, ,0.00, ,0, ,12.5, ,66.7, ,56, ,50.4, ,2.8, ,150, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,2000,311,0.00, ,0.00, ,0, ,12.2, ,63.6, ,61, ,49.9, ,2.3, ,134, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,2100,311,0.00, ,0.00, ,0, ,11.6, ,62.4, ,60, ,48.4, ,3.3, ,150, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,2200,311,0.00, ,0.00, ,0, ,11.4, ,60.4, ,64, ,48.0, ,2.4, ,140, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,2300,311,0.00, ,0.00, ,0, ,9.5, ,59.0, ,56, ,43.2, ,2.6, ,144, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/7/2019,2400,311,0.00, ,0.00, ,0, ,7.4, ,58.8, ,44, ,36.8, ,2.9, ,138, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0100,312,0.00, ,0.00, ,0, ,6.8, ,57.9, ,41, ,34.6, ,2.4, ,136, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0200,312,0.00, ,0.00, ,0, ,6.6, ,56.0, ,43, ,33.9, ,2.3, ,141, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0300,312,0.00, ,0.00, ,0, ,7.1, ,53.1, ,51, ,35.6, ,2.0, ,139, ,59.1, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0400,312,0.00, ,0.00, ,0, ,6.1, ,55.3, ,40, ,31.8, ,2.8, ,158, ,59.2, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0500,312,0.00, ,0.00, ,0, ,6.7, ,54.8, ,46, ,34.4, ,2.1, ,146, ,59.2, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0600,312,0.00, ,0.00, ,0, ,6.5, ,57.3, ,41, ,33.7, ,2.9, ,126, ,59.1, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0700,312,0.00, ,0.00, ,73, ,6.8, ,55.1, ,46, ,34.7, ,2.3, ,133, ,59.0, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0800,312,0.00, ,0.00, ,428, ,7.1, ,60.9, ,39, ,35.7, ,2.1, ,164, ,58.9, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,0900,312,0.01, ,0.00, ,815, ,7.3, ,69.7, ,29, ,36.3, ,2.2, ,124, ,58.9, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1000,312,0.01, ,0.00, ,1146, ,5.8, ,79.0, ,17, ,30.6, ,3.0, ,137, ,58.9, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1100,312,0.02, ,0.00, ,1357, ,5.7, ,82.2, ,15, ,30.1, ,2.4, ,287, ,58.9, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1200,312,0.02, ,0.00, ,1427, ,5.6, ,84.3, ,14, ,29.8, ,3.7, ,288, ,58.9, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1300,312,0.02, ,0.00, ,1362, ,5.4, ,86.1, ,13, ,29.0, ,4.5, ,310, ,59.0, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1400,312,0.01, ,0.00, ,1161, ,5.4, ,87.5, ,12, ,29.0, ,3.9, ,218, ,59.1, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1500,312,0.01, ,0.00, ,827, ,4.8, ,87.7, ,11, ,26.2, ,5.9, ,128, ,60.1, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1600,312,0.01, ,0.00, ,447, ,4.5, ,86.9, ,10, ,24.4, ,4.6, ,101, ,60.7, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1700,312,0.00, ,0.00, ,96, ,4.0, ,83.8, ,10, ,21.8, ,3.7, ,126, ,60.9, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1800,312,0.00, ,0.00, ,2, ,4.5, ,75.7, ,15, ,24.6, ,1.9, ,184, ,61.1, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,1900,312,0.00, ,0.00, ,0, ,5.0, ,71.0, ,19, ,27.1, ,2.5, ,144, ,61.0, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,2000,312,0.00, ,0.00, ,0, ,4.9, ,67.3, ,22, ,26.8, ,2.8, ,131, ,60.9, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,2100,312,0.00, ,0.00, ,0, ,4.8, ,65.0, ,23, ,25.9, ,3.5, ,137, ,60.8, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,2200,312,0.00, ,0.00, ,0, ,4.9, ,63.1, ,25, ,26.5, ,2.8, ,141, ,60.7, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,2300,312,0.00, ,0.00, ,0, ,4.8, ,62.7, ,25, ,26.1, ,3.5, ,142, ,60.6, 
44,U.C. Riverside,Los Angeles Basin,11/8/2019,2400,312,0.00, ,0.00, ,0, ,4.7, ,61.3, ,26, ,25.7, ,2.5, ,137, ,60.5, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0100,313,0.00, ,0.00, ,0, ,4.5, ,60.7, ,25, ,24.7, ,3.4, ,143, ,60.2, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0200,313,0.00, ,0.00, ,0, ,4.3, ,61.3, ,23, ,23.3, ,3.1, ,138, ,60.0, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0300,313,0.00, ,0.00, ,0, ,4.2, ,60.3, ,23, ,22.8, ,2.7, ,147, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0400,313,0.00, ,0.00, ,0, ,4.3, ,58.8, ,26, ,23.7, ,2.2, ,127, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0500,313,0.00, ,0.00, ,0, ,4.4, ,58.1, ,26, ,23.8, ,2.7, ,141, ,59.3, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0600,313,0.00, ,0.00, ,0, ,4.3, ,58.6, ,25, ,23.3, ,4.7, ,132, ,59.1, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0700,313,0.00, ,0.00, ,66, ,4.5, ,60.1, ,26, ,24.7, ,4.1, ,129, ,58.9, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0800,313,0.00, ,0.00, ,431, ,4.8, ,64.7, ,23, ,26.3, ,4.0, ,139, ,59.0, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,0900,313,0.01, ,0.00, ,815, ,4.4, ,70.8, ,17, ,24.2, ,5.7, ,128, ,58.9, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1000,313,0.01, ,0.00, ,1146, ,4.5, ,78.2, ,14, ,24.5, ,4.3, ,124, ,58.3, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1100,313,0.02, ,0.00, ,1361, ,4.5, ,83.1, ,12, ,24.7, ,2.8, ,319, ,58.1, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1200,313,0.02, ,0.00, ,1434, ,4.1, ,85.2, ,10, ,22.3, ,3.4, ,338, ,58.1, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1300,313,0.02, ,0.00, ,1370, ,4.0, ,86.2, ,9, ,21.8, ,4.0, ,296, ,58.3, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1400,313,0.01, ,0.00, ,1167, ,3.9, ,87.4, ,9, ,21.4, ,4.1, ,275, ,58.8, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1500,313,0.01, ,0.00, ,839, ,3.5, ,87.1, ,8, ,18.7, ,5.7, ,331, ,59.4, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1600,313,0.01, ,0.00, ,452, ,3.3, ,86.1, ,8, ,17.2, ,7.4, ,348, ,59.9, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1700,313,0.00, ,0.00, ,91, ,4.1, ,81.8, ,11, ,22.4, ,4.5, ,320, ,60.3, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1800,313,0.00, ,0.00, ,1, ,6.0, ,73.7, ,21, ,31.4, ,2.0, ,88, ,60.6, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,1900,313,0.00, ,0.00, ,0, ,6.3, ,68.7, ,26, ,32.7, ,2.3, ,94, ,60.7, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,2000,313,0.00, ,0.00, ,0, ,6.5, ,66.5, ,29, ,33.7, ,3.4, ,123, ,60.7, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,2100,313,0.00, ,0.00, ,0, ,6.7, ,63.9, ,33, ,34.2, ,3.0, ,143, ,60.6, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,2200,313,0.00, ,0.00, ,0, ,6.4, ,62.1, ,33, ,33.0, ,3.0, ,145, ,60.5, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,2300,313,0.00, ,0.00, ,0, ,5.9, ,60.8, ,33, ,31.3, ,2.3, ,142, ,60.3, 
44,U.C. Riverside,Los Angeles Basin,11/9/2019,2400,313,0.00, ,0.00, ,0, ,5.6, ,59.7, ,32, ,30.0, ,2.2, ,101, ,60.1, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0100,314,0.00, ,0.00, ,0, ,4.9, ,58.6, ,29, ,26.8, ,1.5, ,93, ,59.9, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0200,314,0.00, ,0.00, ,0, ,5.1, ,56.7, ,32, ,27.6, ,1.9, ,95, ,59.7, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0300,314,0.00, ,0.00, ,0, ,5.8, ,53.1, ,42, ,30.5, ,1.8, ,120, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0400,314,0.00, ,0.00, ,0, ,5.1, ,54.3, ,35, ,27.4, ,2.5, ,144, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0500,314,0.00, ,0.00, ,0, ,5.3, ,52.5, ,39, ,28.6, ,1.9, ,147, ,59.3, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0600,314,0.00, ,0.00, ,0, ,5.0, ,53.3, ,36, ,26.9, ,2.3, ,145, ,59.0, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0700,314,0.00, ,0.00, ,58, ,5.1, ,54.7, ,35, ,27.6, ,2.9, ,121, ,58.7, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0800,314,0.00, ,0.00, ,413, ,5.8, ,58.1, ,35, ,30.9, ,1.3, ,152, ,58.6, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,0900,314,0.01, ,0.00, ,794, ,5.8, ,63.1, ,30, ,30.9, ,2.0, ,286, ,58.5, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1000,314,0.01, ,0.00, ,1124, ,6.6, ,66.9, ,29, ,33.8, ,2.7, ,271, ,58.4, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1100,314,0.02, ,0.00, ,1342, ,6.3, ,72.1, ,24, ,32.9, ,2.9, ,289, ,58.5, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1200,314,0.02, ,0.00, ,1421, ,6.1, ,76.7, ,20, ,32.0, ,2.7, ,267, ,58.7, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1300,314,0.02, ,0.00, ,1355, ,5.1, ,78.2, ,15, ,27.6, ,4.5, ,305, ,59.1, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1400,314,0.02, ,0.00, ,1129, ,6.0, ,79.0, ,18, ,31.4, ,5.5, ,281, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1500,314,0.01, ,0.00, ,817, ,7.9, ,78.5, ,24, ,38.5, ,6.5, ,263, ,60.5, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1600,314,0.01, ,0.00, ,428, ,7.8, ,76.8, ,25, ,38.1, ,5.7, ,276, ,61.0, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1700,314,0.00, ,0.00, ,84, ,9.5, ,72.9, ,34, ,43.3, ,3.1, ,257, ,61.5, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1800,314,0.00, ,0.00, ,2, ,10.5, ,67.8, ,45, ,45.9, ,2.1, ,93, ,61.6, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,1900,314,0.00, ,0.00, ,0, ,10.6, ,64.0, ,52, ,46.0, ,1.4, ,95, ,61.7, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,2000,314,0.00, ,0.00, ,0, ,10.6, ,61.0, ,58, ,46.0, ,2.0, ,95, ,61.6, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,2100,314,0.00, ,0.00, ,0, ,10.5, ,59.0, ,61, ,45.8, ,2.5, ,109, ,61.4, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,2200,314,0.00, ,0.00, ,0, ,10.8, ,57.3, ,67, ,46.6, ,2.2, ,142, ,61.3, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,2300,314,0.00, ,0.00, ,0, ,11.0, ,55.3, ,74, ,47.0, ,2.4, ,144, ,61.1, 
44,U.C. Riverside,Los Angeles Basin,11/10/2019,2400,314,0.00, ,0.00, ,0, ,10.9, ,54.1, ,77, ,46.9, ,2.5, ,147, ,60.9, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0100,315,0.00, ,0.00, ,0, ,10.9, ,52.9, ,79, ,46.8, ,2.1, ,143, ,60.7, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0200,315,0.00, ,0.00, ,0, ,10.8, ,51.2, ,84, ,46.5, ,1.3, ,170, ,60.4, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0300,315,0.00, ,0.00, ,0, ,12.8, ,53.8, ,91, ,51.1, ,1.5, ,147, ,60.3, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0400,315,0.00, ,0.00, ,0, ,13.2, ,53.9, ,93, ,51.9, ,2.1, ,117, ,60.1, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0500,315,0.00, ,0.00, ,0, ,12.8, ,52.3, ,96, ,51.1, ,1.8, ,139, ,59.9, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0600,315,0.00, ,0.00, ,0, ,12.5, ,51.4, ,97, ,50.4, ,2.7, ,120, ,59.7, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0700,315,0.00, ,0.00, ,36, ,12.1, ,50.3, ,97, ,49.6, ,1.7, ,99, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0800,315,0.00, ,0.00, ,229, ,12.1, ,50.3, ,97, ,49.6, ,1.1, ,268, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,0900,315,0.01, ,0.00, ,726, ,13.4, ,53.1, ,97, ,52.3, ,1.3, ,297, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1000,315,0.01, ,0.00, ,1082, ,13.3, ,57.9, ,81, ,52.1, ,3.0, ,296, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1100,315,0.01, ,0.00, ,1302, ,13.2, ,62.7, ,68, ,52.0, ,3.1, ,269, ,59.6, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1200,315,0.01, ,0.00, ,1364, ,13.3, ,67.1, ,59, ,52.1, ,3.5, ,274, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1300,315,0.01, ,0.00, ,1308, ,12.5, ,70.4, ,49, ,50.5, ,4.4, ,257, ,60.2, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1400,315,0.01, ,0.00, ,1092, ,10.8, ,72.9, ,39, ,46.7, ,4.9, ,254, ,60.6, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1500,315,0.01, ,0.00, ,767, ,10.8, ,75.3, ,36, ,46.7, ,4.3, ,252, ,61.1, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1600,315,0.01, ,0.00, ,382, ,11.5, ,75.7, ,38, ,48.2, ,4.8, ,273, ,61.6, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1700,315,0.00, ,0.00, ,69, ,12.4, ,72.0, ,46, ,50.2, ,1.9, ,255, ,62.0, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1800,315,0.00, ,0.00, ,2, ,12.6, ,66.2, ,57, ,50.6, ,1.3, ,130, ,62.2, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,1900,315,0.00, ,0.00, ,0, ,12.7, ,62.9, ,65, ,50.8, ,2.5, ,145, ,62.2, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,2000,315,0.00, ,0.00, ,0, ,12.3, ,60.3, ,69, ,50.0, ,2.6, ,140, ,62.2, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,2100,315,0.00, ,0.00, ,0, ,12.1, ,59.2, ,70, ,49.6, ,2.8, ,144, ,62.1, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,2200,315,0.00, ,0.00, ,0, ,11.9, ,57.2, ,74, ,49.1, ,2.3, ,147, ,62.0, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,2300,315,0.00, ,0.00, ,0, ,11.8, ,56.1, ,76, ,48.8, ,2.3, ,133, ,61.8, 
44,U.C. Riverside,Los Angeles Basin,11/11/2019,2400,315,0.00, ,0.00, ,0, ,11.4, ,54.5, ,79, ,48.1, ,2.4, ,148, ,61.6, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0100,316,0.00, ,0.00, ,0, ,11.0, ,53.3, ,79, ,46.9, ,1.5, ,153, ,61.4, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0200,316,0.00, ,0.00, ,0, ,10.8, ,51.9, ,82, ,46.7, ,1.6, ,153, ,61.2, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0300,316,0.00, ,0.00, ,0, ,10.8, ,50.9, ,85, ,46.6, ,2.7, ,143, ,60.5, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0400,316,0.00, ,0.00, ,0, ,10.1, ,50.3, ,81, ,44.8, ,1.8, ,153, ,60.3, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0500,316,0.00, ,0.00, ,0, ,9.9, ,50.4, ,79, ,44.3, ,1.4, ,88, ,60.0, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0600,316,0.00, ,0.00, ,0, ,9.5, ,51.6, ,73, ,43.2, ,2.5, ,130, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0700,316,0.00, ,0.00, ,50, ,8.8, ,54.2, ,61, ,41.1, ,2.5, ,120, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0800,316,0.00, ,0.00, ,396, ,8.7, ,57.9, ,53, ,40.9, ,1.6, ,197, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,0900,316,0.01, ,0.00, ,764, ,8.5, ,64.3, ,41, ,40.4, ,1.9, ,334, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1000,316,0.01, ,0.00, ,1088, ,9.0, ,70.9, ,35, ,41.7, ,2.3, ,309, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1100,316,0.01, ,0.00, ,1300, ,9.4, ,76.3, ,30, ,42.9, ,2.5, ,278, ,59.5, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1200,316,0.02, ,0.00, ,1374, ,8.1, ,80.0, ,23, ,39.2, ,3.3, ,275, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1300,316,0.02, ,0.00, ,1316, ,6.5, ,82.8, ,17, ,33.4, ,4.4, ,253, ,60.2, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1400,316,0.02, ,0.00, ,1095, ,7.4, ,83.5, ,19, ,36.9, ,5.9, ,259, ,61.0, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1500,316,0.01, ,0.00, ,835, ,5.8, ,83.8, ,15, ,30.5, ,6.0, ,257, ,61.3, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1600,316,0.01, ,0.00, ,434, ,8.0, ,81.9, ,21, ,38.6, ,7.2, ,265, ,61.7, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1700,316,0.00, ,0.00, ,74, ,7.2, ,77.6, ,22, ,35.9, ,2.8, ,225, ,62.1, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1800,316,0.00, ,0.00, ,1, ,7.4, ,70.7, ,29, ,36.8, ,2.8, ,142, ,62.3, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,1900,316,0.00, ,0.00, ,0, ,8.9, ,67.4, ,39, ,41.6, ,2.2, ,152, ,62.3, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,2000,316,0.00, ,0.00, ,0, ,10.6, ,64.6, ,51, ,46.1, ,1.9, ,133, ,62.3, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,2100,316,0.00, ,0.00, ,0, ,11.4, ,62.2, ,60, ,47.9, ,2.7, ,138, ,62.2, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,2200,316,0.00, ,0.00, ,0, ,12.0, ,59.5, ,69, ,49.3, ,1.6, ,140, ,62.0, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,2300,316,0.00, ,0.00, ,0, ,12.2, ,58.3, ,73, ,49.8, ,2.6, ,151, ,61.8, 
44,U.C. Riverside,Los Angeles Basin,11/12/2019,2400,316,0.00, ,0.00, ,0, ,12.3, ,56.9, ,78, ,50.0, ,2.1, ,147, ,61.6, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0100,317,0.00, ,0.00, ,0, ,12.0, ,55.4, ,80, ,49.4, ,2.1, ,152, ,61.4, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0200,317,0.00, ,0.00, ,0, ,9.5, ,54.3, ,66, ,43.3, ,2.1, ,146, ,61.2, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0300,317,0.00, ,0.00, ,0, ,8.5, ,54.4, ,59, ,40.4, ,2.0, ,154, ,61.0, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0400,317,0.00, ,0.00, ,0, ,8.3, ,52.7, ,61, ,39.6, ,1.9, ,116, ,60.7, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0500,317,0.00, ,0.00, ,0, ,7.9, ,51.7, ,61, ,38.6, ,2.6, ,94, ,60.5, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0600,317,0.00, ,0.00, ,0, ,7.5, ,51.4, ,58, ,37.0, ,2.4, ,140, ,60.3, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0700,317,0.00, ,0.00, ,50, ,7.3, ,51.5, ,56, ,36.5, ,1.8, ,134, ,60.0, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0800,317,0.00, ,0.00, ,379, ,8.4, ,57.0, ,53, ,40.0, ,1.4, ,134, ,59.9, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,0900,317,0.01, ,0.00, ,751, ,8.6, ,63.6, ,43, ,40.6, ,2.3, ,104, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1000,317,0.01, ,0.00, ,1074, ,8.3, ,68.3, ,35, ,39.6, ,2.3, ,98, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1100,317,0.01, ,0.00, ,1281, ,8.1, ,72.5, ,30, ,39.1, ,3.4, ,277, ,59.8, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1200,317,0.02, ,0.00, ,1188, ,8.4, ,74.7, ,29, ,40.1, ,3.4, ,254, ,60.0, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1300,317,0.02, ,0.00, ,1330, ,7.5, ,77.3, ,23, ,37.1, ,3.9, ,266, ,60.3, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1400,317,0.01, ,0.00, ,1044, ,6.5, ,78.7, ,20, ,33.7, ,4.0, ,243, ,60.6, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1500,317,0.01, ,0.00, ,753, ,7.7, ,78.1, ,23, ,37.7, ,5.3, ,256, ,60.8, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1600,317,0.01, ,0.00, ,364, ,7.1, ,76.4, ,23, ,35.9, ,6.3, ,252, ,61.1, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1700,317,0.00, ,0.00, ,50, ,9.4, ,71.1, ,36, ,43.0, ,4.4, ,254, ,61.4, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1800,317,0.00, ,0.00, ,1, ,10.7, ,66.6, ,48, ,46.4, ,2.0, ,198, ,61.7, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,1900,317,0.00, ,0.00, ,0, ,11.4, ,62.6, ,59, ,47.9, ,1.7, ,154, ,61.8, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,2000,317,0.00, ,0.00, ,0, ,12.3, ,60.2, ,69, ,50.1, ,2.3, ,167, ,62.1, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,2100,317,0.00, ,0.00, ,0, ,12.9, ,58.5, ,77, ,51.3, ,2.0, ,141, ,61.8, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,2200,317,0.00, ,0.00, ,0, ,12.8, ,56.9, ,81, ,51.2, ,1.8, ,140, ,61.6, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,2300,317,0.00, ,0.00, ,0, ,12.9, ,55.8, ,85, ,51.3, ,2.1, ,143, ,61.4, 
44,U.C. Riverside,Los Angeles Basin,11/13/2019,2400,317,0.00, ,0.00, ,0, ,12.6, ,54.5, ,87, ,50.8, ,2.1, ,142, ,61.2, 
44,U.C. Riverside,Los Angeles Basin,11/14/2019,0100,318,0.00, ,0.00, ,0, ,11.9, ,53.3, ,86, ,49.1, ,2.7, ,143, ,61.0, 
44,U.C. Riverside,Los Angeles Basin,11/14/2019,0200,318,0.00, ,0.00, ,0, ,11.4, ,52.6, ,84, ,47.9, ,2.4, ,140, ,60.8, 
